Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
82598;30/09/2014;0000;14;4.256667;7.5;133.9;119.963491;119.963491;252.2;6.411111;;149;;;28.833333;25.738621;22.523333;82.408333;;
82598;31/10/2014;0000;14;4.875269;9.1;166;140.07238;97.203318;294.7;6.44086;;30.7;;;29.406452;26.474194;23.541935;80.379032;;
82598;30/11/2014;0000;14;3.945556;6.6;182.9;144.610258;48.188514;295.1;6.544444;;24.8;;;29.846667;26.916;24.353333;78.9;;
82598;31/12/2014;0000;14;3.96129;6.6;179.4;156.281442;31.3182;291.2;6.88172;;23.9;;;30.077419;27.252258;24.867742;79.306452;;
82598;31/01/2015;0000;14;3.989247;6.5;190.2;159.98044;31.261838;297.4;6.602151;;30.3;;;30.453333;27.400645;24.93871;78.16129;;
82598;28/02/2015;0000;14;3.640476;8.8;152.7;158.435734;78.103358;233.7;6.72619;;77.7;;;30.775;27.803571;25.325;79.9375;;
82598;31/03/2015;0000;;;;126.5;166.849353;166.849353;234.1;6.698925;;317;;;30.245161;27.128;23.383871;82.16129;;
82598;30/04/2015;0000;;;;143.2;167.408068;166.781403;266.9;5.966667;;156.1;;;30.65;27.702;24.273333;79.566667;;
82598;31/05/2015;0000;;;;139.7;150.519801;119.097141;280.6;6.086022;;69.6;;1008.06129;30.387097;27.600741;24.129032;79.193548;;
82598;30/06/2015;0000;;;;100.8;132.03338;132.03338;233.2;6.655556;;301.2;;;29.14;25.957931;22.986667;83.6;;
82598;31/07/2015;0000;;;;93.3;126.141501;126.141501;213.7;7.032258;;316.5;;;28.548387;25.402069;22.280645;83.533333;;
82598;31/08/2015;0000;;;;138.8;130.903085;101.539951;285.5;6.043011;;43.1;;;28.78;25.621935;22.703226;79.201613;;
82598;30/09/2015;0000;;;;137.9;142.859254;53.248044;278.9;5.744444;;24.4;;;29.246667;26.456552;24.18;76.836207;;
82598;31/10/2015;0000;;;;171.8;145.766626;16.15103;302.2;6.021505;;10.8;1014.78172;;29.603333;26.797333;24.935484;76.346774;;
82598;30/11/2015;0000;;;;;152.366766;2.869402;317.5;5.411111;;0.4;;;30.27;27.354;25.546667;76.133333;;
82598;31/12/2015;0000;;;;;162.468838;67.624831;265.9;6.497253;;67.1;;;30.464516;27.531034;25.662069;78.774194;;
82598;31/01/2016;0000;;;;122.7;159.98044;151.920706;175.2;6.978495;;153.9;;;30.077419;27.432667;25.087097;81.790323;;
82598;29/02/2016;0000;14;2.893243;5;121.9;157.997883;73.94003;220.7;6.229885;;73.8;;;30.693103;27.772143;24.958621;79.741071;;
82598;31/03/2016;0000;14;2.640874;5.1444;;164.666123;152.512143;260.5;5.303763;;152.5;;;31.03;27.781379;23.46129;80.75;;
82598;30/04/2016;0000;14;2.589348;6.68772;;161.139099;161.139099;217.2;6.152778;;166.4;;;30.453333;27.907333;25.986667;81.433333;;
82598;31/05/2016;0000;14;2.187783;8.23104;;152.432005;152.432005;246.7;5.833333;;207.9;;;30.219355;27.502308;25.91;81.524194;;
82598;30/06/2016;0000;14;2.167584;5.1444;;132.025158;132.025158;243;5.847222;;156.3;;1010.37;29.396667;26.756667;25.303333;81.05;;
82598;31/07/2016;0000;14;2.837717;8.23104;;127.895176;88.854781;267.7;5.658602;;38.6;;;29.280645;26.143871;24.083871;78.983871;;
82598;31/08/2016;0000;14;2.684035;6.17328;;132.734001;85.095068;263.9;5.353261;;68.6;;;29.193333;26.379231;24.346429;78.316667;;
82598;30/09/2016;0000;14;3.1438;6.68772;;139.213203;53.593349;298.8;5.013889;;42.2;;;29.533333;26.890667;25.306667;77.516667;;
82598;31/10/2016;0000;14;4.165305;7.20216;;157.718688;27.851879;285.4;5.510753;;22.7;;;29.780645;27.370323;26.245161;75.91129;;
82598;30/11/2016;0000;14;2.930574;8.74548;;166.70146;20.390975;281.9;4.929775;;19;;;30.324138;27.85;26.58;74.827586;;
82598;31/12/2016;0000;14;2.745544;5.1444;;177.59682;65.278068;260.7;5.910326;;63.5;;;30.6;28.192414;26.577419;74.816667;;
82598;31/01/2017;0000;9;2.119355;5;166.2;174.923281;80.681508;271.3;5.688172;;80.6;1012.83871;;30.551613;28.04;26.109677;75.870968;;
82598;28/02/2017;0000;14;1.317857;3.7;139.1;156.455935;65.031148;215.4;6;;65;;;30.8;28.1408;26.289286;76.857143;;
82598;31/03/2017;0000;14;0.630108;2;130.8;164.742102;164.742102;240.9;6.182796;;187.2;;1006.64086;30.812903;28.209677;26.158065;78.5;;
82598;30/04/2017;0000;0;0.384444;3.3;115;159.181568;159.181568;214.6;5.8;;254.1;;;30.773333;27.953333;25.673333;80.45;;
82598;31/05/2017;0000;0;0.87957;4;110.1;144.74606;144.74606;225.2;6.075269;;229.4;1013.02043;;30.077419;27.32;24.435484;80.862903;;
82598;30/06/2017;0000;9;1.555556;5.5;98.5;121.789766;121.789766;205;5.888889;;197.7;;;29.566667;26.232414;23.18;80.141667;;
82598;31/07/2017;0000;14;2.63587;8.7;102.1;103.697537;103.697537;150.4;6.967742;;414.3;;;27.774194;24.805806;21.909677;80.225806;;
82598;31/08/2017;0000;14;3.667742;8.2;130.6;122.272444;86.758547;284.9;4.817204;;24.3;;;29.1;25.703226;21.706452;75.33871;;
82598;30/09/2017;0000;14;4.673333;8.7;139.2;118.319337;87.743879;265.8;5.422222;;74.4;;1010.06;28.926667;25.730714;22.066667;74.391667;;
82598;31/10/2017;0000;14;4.426882;9.7;150.5;140.07238;83.772017;284.5;5.763441;;71.8;;;29.348387;26.446452;23.46129;77.951613;;
82598;30/11/2017;0000;14;4.242222;6.5;177.3;152.366766;18.213496;289.2;5.344444;;8.9;;;29.96;27.279333;24.93;82.125;;
82598;31/12/2017;0000;14;3.388043;6;176.2;165.194647;48.919879;268.7;6.311828;;46.9;;;30.283871;27.629565;25.748387;83.739583;;
82598;31/01/2018;0000;14;3.407527;6.5;181.2;157.923241;77.096568;250.9;6.290323;;76.6;;;30.322581;;25.429032;;;
82598;28/02/2018;0000;14;2.938095;5.7;122.4;141.250657;141.250657;207.3;6.630952;;217.2;;;30.288;;25.603571;;;
82598;31/03/2018;0000;14;2.832329;5.1444;;154.491185;154.491185;257.1;6.540323;;274.4;;;30.329032;;26.251613;;;
82598;30/04/2018;0000;14;2.503608;4.11552;;147.391336;147.391336;186.9;6.825843;;290.3;;1006.64382;29.533333;;25.696667;;;
82598;31/05/2018;0000;14;2.747577;5.65884;;150.519801;150.519801;222.9;7.116477;;184.5;;1007.9125;29.7;;25.043333;;;
82598;30/06/2018;0000;14;3.269552;6.17328;;144.749071;144.749071;215.9;6.777778;;252.6;;1009.73;28.9;;23.543333;;;
82598;31/07/2018;0000;14;4.092907;9.25992;;149.921178;149.921178;202.2;6.675824;;278;;;28.346667;;22.74;;;
82598;31/08/2018;0000;14;5.822525;9.77436;;151.417042;110.498605;284.5;5.758427;;44.4;;;28.967742;;22.99;;;
82598;30/09/2018;0000;14;5.904096;9.77436;;148.557732;80.527641;257.2;6.264045;;60.3;;;29.137931;;23.333333;;;
82598;31/10/2018;0000;14;5.017235;10.2888;;155.623349;11.263005;299.2;6.085165;;0;;;29.93;;24.427586;;;
82598;30/11/2018;0000;14;5.231103;9.25992;;152.366766;9.803575;292.2;6.13764;;7.5;;;;;25.07931;;;
82598;31/12/2018;0000;14;4.193804;8.74548;;164.569787;66.742479;291.9;6.086957;;66.3;;;30.493548;27.609032;24.977419;75.185484;;
